Small states,SST,Pump price for gasoline (US$ per liter),0.436,0.551,0.592,0.745,0.822,0.910,1.080,1.400,1.320,1.000,1.200,1.260
Suriname,SUR,Pump price for gasoline (US$ per liter),0.560,0.560,0.560,0.500,0.940,0.910,1.140,1.570,1.290,1.021,1.296,1.293
Slovak Republic,SVK,Pump price for gasoline (US$ per liter),0.610,0.690,0.740,1.170,1.350,1.570,1.700,1.980,1.770,1.320,1.650,1.710
Slovenia,SVN,Pump price for gasoline (US$ per liter),0.660,0.630,0.760,1.120,1.230,1.180,1.670,1.860,1.780,1.320,1.590,1.685
Sweden,SWE,Pump price for gasoline (US$ per liter),1.090,0.940,1.060,1.510,1.460,1.380,1.870,2.100,1.820,1.420,1.760,1.790
Eswatini,SWZ,Pump price for gasoline (US$ per liter),0.370,0.470,0.541,0.760,0.800,0.860,1.070,1.300,1.140,0.770,1.035,1.088
Syrian Arab Republic,SYR,Pump price for gasoline (US$ per liter),0.450,0.440,0.530,0.460,0.600,0.850,0.960,0.790,0.830,0.543,0.667,0.748
Chad,TCD,Pump price for gasoline (US$ per liter),0.700,0.680,0.790,1.170,1.310,1.300,1.320,0.950,0.900,0.780,0.865,0.883
East Asia & Pacific (IDA & IBRD countries),TEA,Pump price for gasoline (US$ per liter),0.305,0.412,0.521,0.540,0.730,0.920,1.110,1.310,1.170,0.840,1.075,1.123
Europe & Central Asia (IDA & IBRD countries),TEC,Pump price for gasoline (US$ per liter),0.510,0.550,0.570,0.825,1.005,1.130,1.210,1.450,1.320,1.030,1.240,1.280
Togo,TGO,Pump price for gasoline (US$ per liter),0.420,0.480,0.560,0.850,1.030,0.890,1.180,1.160,1.250,0.710,0.935,1.093
Thailand,THA,Pump price for gasoline (US$ per liter),0.300,0.390,0.360,0.540,0.700,0.870,1.410,1.560,1.290,0.710,1.135,1.213
Tajikistan,TJK,Pump price for gasoline (US$ per liter),0.260,0.450,0.360,0.670,0.800,1.030,1.020,1.450,1.320,0.710,1.080,1.200
Turkmenistan,TKM,Pump price for gasoline (US$ per liter),0.090,0.020,0.020,0.020,0.020,0.220,0.220,0.220,0.220,0.290,0.255,0.238
Latin America & the Caribbean (IDA & IBRD countries),TLA,Pump price for gasoline (US$ per liter),0.470,0.620,0.540,0.685,0.890,0.865,1.030,1.270,1.190,0.945,1.108,1.149
Timor-Leste,TLS,Pump price for gasoline (US$ per liter),0.430,0.460,0.520,0.650,0.980,1.220,1.400,1.650,1.170,1.100,1.375,1.273
Middle East & North Africa (IDA & IBRD countries),TMN,Pump price for gasoline (US$ per liter),0.330,0.355,0.255,0.390,0.460,0.550,0.860,0.790,0.880,0.730,0.760,0.820
South Asia (IDA & IBRD),TSA,Pump price for gasoline (US$ per liter),0.575,0.590,0.530,0.720,0.910,1.090,1.120,1.220,1.185,0.910,1.065,1.125
Sub-Saharan Africa (IDA & IBRD countries),TSS,Pump price for gasoline (US$ per liter),0.590,0.615,0.660,0.880,1.035,1.140,1.245,1.355,1.320,0.950,1.153,1.236
Trinidad and Tobago,TTO,Pump price for gasoline (US$ per liter),0.390,0.390,0.400,0.350,0.430,0.360,0.400,0.430,0.470,0.540,0.485,0.478
Tunisia,TUN,Pump price for gasoline (US$ per liter),0.600,0.490,0.290,0.680,0.830,0.960,0.940,0.930,0.910,0.730,0.830,0.870
Turkiye,TUR,Pump price for gasoline (US$ per liter),0.780,0.880,1.020,1.440,1.880,1.870,2.520,2.540,2.060,1.420,1.980,2.020
Tanzania,TZA,Pump price for gasoline (US$ per liter),0.630,0.750,0.670,0.930,1.040,1.110,1.220,1.310,1.290,0.870,1.090,1.190
Uganda,UGA,Pump price for gasoline (US$ per liter),0.860,0.860,0.830,1.020,1.170,1.300,1.420,1.442,1.400,0.940,1.191,1.296
Ukraine,UKR,Pump price for gasoline (US$ per liter),0.490,0.370,0.470,0.550,0.810,0.880,1.010,1.350,1.170,0.830,1.090,1.130
Upper middle income,UMC,Pump price for gasoline (US$ per liter),0.460,0.545,0.520,0.720,0.880,1.040,1.130,1.395,1.290,0.920,1.158,1.224
Uruguay,URY,Pump price for gasoline (US$ per liter),0.900,1.190,0.460,1.130,1.230,1.180,1.490,1.970,1.800,1.500,1.735,1.768
United States,USA,Pump price for gasoline (US$ per liter),0.320,0.470,0.400,0.540,0.630,0.560,0.760,0.970,0.760,0.710,0.840,0.800
Uzbekistan,UZB,Pump price for gasoline (US$ per liter),0.110,0.140,0.380,0.350,0.850,1.350,0.920,1.020,1.020,1.030,1.025,1.023
"Venezuela, RB",VEN,Pump price for gasoline (US$ per liter),0.140,0.120,0.050,0.040,0.030,0.020,0.023,0.023,0.015,0.000,0.012,0.013
British Virgin Islands,VGB,Pump price for gasoline (US$ per liter),0.720,0.950,0.660,0.820,1.110,1.000,1.250,1.320,1.810,1.550,1.820,1.815
Vietnam,VNM,Pump price for gasoline (US$ per liter),0.350,0.380,0.340,0.480,0.670,0.800,0.880,1.150,1.040,0.800,0.975,1.008
World,WLD,Pump price for gasoline (US$ per liter),0.540,0.600,0.580,0.805,0.980,1.110,1.220,1.410,1.340,0.970,1.190,1.265
Kosovo,XKX,Pump price for gasoline (US$ per liter),0.610,0.560,0.740,1.160,1.220,1.100,1.630,1.650,1.540,1.110,1.380,1.460
"Yemen, Rep.",YEM,Pump price for gasoline (US$ per liter),0.260,0.210,0.210,0.190,0.300,0.300,0.350,0.580,0.700,0.920,0.750,0.725
South Africa,ZAF,Pump price for gasoline (US$ per liter),0.430,0.500,0.430,0.810,0.850,0.870,1.190,1.380,1.190,0.920,1.150,1.170
Zambia,ZMB,Pump price for gasoline (US$ per liter),0.530,0.630,0.720,1.100,1.310,1.700,1.660,1.480,1.680,1.400,1.440,1.560
Zimbabwe,ZWE,Pump price for gasoline (US$ per liter),0.260,0.850,0.050,0.610,1.020,1.300,1.290,1.520,1.560,1.340,1.430,1.495
